Address,Name,Email
Old Change House 128 Queen Victoria Street London EC4V 4BJ,Leftcity,sd@leftcity.org
18 Cheapside London EC2V 6AH,Aesop UK Ltd,barry@thomas-mcbrien.com
1 New Change London EC4M 9AF,Gerald Eve LLP,nicolamiller@geraldeve.com
Retail Unit 3,CDS WILMAN,Reece.Gillon@cds-wilman.com
Paternoster Column Paternoster Square London EC4M 7DX,Not Available,Not Available
Retail Unit 3,CDS WILMAN,Reece.Gillon@cds-wilman.com
Adelaide House London Bridge London EC4R 9HA,Rolfe Judd Planning,benc@rolfe-judd.co.uk
Adelaide House London Bridge London EC4R 9HA,Rolfe Judd Planning,benc@rolfe-judd.co.uk
Adelaide House London Bridge London EC4R 9HA,Rolfe Judd Planning,benc@rolfe-judd.co.uk
Adelaide House London Bridge London EC4R 9HA,Rolfe Judd Planning,benc@rolfe-judd.co.uk
Adelaide House London Bridge London EC4R 9HA,Rolfe Judd Planning,benc@rolfe-judd.co.uk
Adelaide House London Bridge London EC4R 9HA,Rolfe Judd Planning,benc@rolfe-judd.co.uk
Winchester House 75 London Wall London EC2M 5NG,DP9,james.byrne@dp9.co.uk
4,Savills,lucinda.slater@savills.com
"Site Bounded By King William Street, Cannon Street, Abchurch Lane",Avison Young,alex.barker@avisonyoung.com
"Site Bounded By King William Street, Cannon Street, Abchurch Lane",Avison Young,alex.barker@avisonyoung.com
131,Ashall Town Planning,raymondashall@gmail.com
24 King William Street London EC4R 9AT,Savills,anisha.ahmed@savills.com
St Mary Abchurch House 123,Iceni Projects,tfleming@iceniprojects.com
St Mary Abchurch House 123,Iceni Projects,tfleming@iceniprojects.com
6 St Andrew Street London EC4A 3AE,DP9,charlotte.allen@dp9.co.uk
Temple Chambers 3,Turley,jordan.bishop@turley.co.uk
4 New Bridge Street London EC4V 6AA,Not Available,Not Available
Condor House 10 St Paul,DP9,theo.barker@dp9.co.uk
Daniel House And Mersey House,Gerald Eve LLP,Abdulhadi.Mehdi@nmrk.com
Daniel House And Mersey House,Gerald Eve LLP,Abdulhadi.Mehdi@nmrk.com
Daniel House And Mersey House,Gerald Eve LLP,Abdulhadi.Mehdi@nmrk.com
Daniel House And Mersey House,Gerald Eve LLP,Abdulhadi.Mehdi@nmrk.com
Daniel House And Mersey House,Gerald Eve LLP,Abdulhadi.Mehdi@nmrk.com
Daniel House And Mersey House,Gerald Eve,Max.Cartwright@nmrk.com
Northcliffe House 26,DP9,oscar.mansfieldjones@dp9.co.uk
Daniel House And Mersey House,Newmark,Max.Cartwright@nmrk.com
Mersey House And Daniel House 131,Newmark,Max.Cartwright@nmrk.com
Mersey House And Daniel House 131,Newmark,Max.Cartwright@nmrk.com
St Brides Church St Bride,ARTARCHITECTS,toshiya@artarchitects.co.uk
2,Gerald Eve LLP,ohawe@geraldeve.com
St Martins House 16 St Martin,Arke Creative,tom.staples@arkecreative.co.uk
81 Newgate Street London EC1A 7AJ,Montagu Evans LLP,Peter.Bovill@Montagu-Evans.co.uk
81 Newgate Street London EC1A 7AJ,Montagu Evans LLP,Peter.Bovill@Montagu-Evans.co.uk
30 Coleman Street London EC2R 5AL,Lichfields,rosie.williams@lichfields.uk
18,WSP UK Ltd,jamie.albaduignan@wsp.com
18,WSP UK Ltd,jamie.albaduignan@wsp.com
36 Coleman Street London EC2R 5EH,Norton Mayfield Architects,ben@nortonmayfield.co.uk
99 Gresham Street London EC2V 7NG,Mark Newton Associates Ltd,MARK@MARKNEWTONASSOCIATES.COM
Basildon House 7,Left City,sd@leftcity.org
82 Moorgate London EC2M 6SE,Block1: Design,laura@block1design.com
Albert Buildings 49 Queen Victoria Street London EC4N 4SA,Rolfe Judd Planning,niaj@rolfe-judd.co.uk
Albert Buildings 49 Queen Victoria Street London EC4N 4SA,Rolfe Judd Planning,niaj@rolfe-judd.co.uk
33 Old Broad Street London EC2N 1HW,Firstplan Ltd,twilliams@firstplan.co.uk
33 Old Broad Street London EC2N 1HW,Firstplan Ltd,twilliams@firstplan.co.uk
33 Old Broad Street London EC2N 1HW,Firstplan Ltd,twilliams@firstplan.co.uk
33 Old Broad Street London EC2N 1HW,Firstplan Ltd,twilliams@firstplan.co.uk
Pavilion Unit 4 Tower 42 25 Old Broad Street London EC2N 1HQ,DP9,james.byrne@dp9.co.uk
3,Firstplan,mshearman@firstplan.co.uk
3,Firstplan,mshearman@firstplan.co.uk
20 Old Broad Street London EC2N 1DP,DP9,emily.keenan@dp9.co.uk
Former Richard Cloudesley School Golden Lane Estate London EC1Y 0TZ,Montagu Evans,louis.earle-davis@montagu-evans.co.uk
2 Bayer House Golden Lane Estate London EC1Y 0RN,Grade Planning,ben@gradeplanning.co.uk
2 Bayer House Golden Lane Estate London EC1Y 0RN,Grade Planning,ben@gradeplanning.co.uk
20 Andrewes House Barbican London EC2Y 8AX,Not Available,Not Available
Golden Lane Estate London EC1,Grade Planning,ben@gradeplanning.co.uk
310 Willoughby House Barbican London EC2Y 8BL,Thomson Brothers London Limited,admin@thomsonbrothers.co.uk
2 King Edward Street London EC1A 1HQ,Tp Bennett LLP,mike.ibbott@tpbennett.com
20 Black Friars Lane London EC4V 6EB,Iceni Projects,kriley@iceniprojects.com
14,DP9,zoe.smythe@dp9.co.uk
150 Aldersgate Street London EC1A 4AB,Not Available,Not Available
Retail Unit 1 140 Aldersgate Street London EC1A 4HY,Beamish Planning Consultancy,adam@beamishplanningconsultancy.co.uk
37 Fleet Street London EC4Y 1BT,ADAM Architecture,clare.gregory@adamarchitecture.com
100 Fetter Lane London EC4A 1ES,DP9,jack.playford@dp9.co.uk
1 Undershaft London EC3A 8EE,DP9,heloise.whiteman@dp9.co.uk
1 Great St Helen,Not Available,adam.garcia@cbre.com
1 Undershaft London EC3A 8EE,DP9,heloise.whiteman@dp9.co.uk
Middlesex Street Estate Gravel Lane London E1 7AF,Rapleys,Shane.scollard@rapleys.com
City of London School 107 Queen Victoria Street London EC4V 3AL,Faithorn Farrell Timms LLP,michaelluttnerstickner@effefftee.co.uk
Millennium Bridge House 2 Lambeth Hill London EC4V 4AG,Newmark,harry.howat@nmrk.com
City of London School 107 Queen Victoria Street London EC4V 3AL,Faithorn Farrell Timms LLP,michaelluttnerstickner@effefftee.co.uk
Friary Court 65 Crutched Friars London EC3N 2AE,DP9,emma.hardy@dp9.co.uk
Lloyds Chambers 1 Portsoken Street London E1 8BT,Newmark,paige.ireland@nmrk.com
Friary Court 65 Crutched Friars London EC3N 2AE,DP9,emma.hardy@dp9.co.uk
Lloyds Chambers 1 Portsoken Street London E1 8BT,Newmark,paige.ireland@nmrk.com
Walbrook Wharf 79,Vital Energi,divyanshu.chaudhary@vitalenergi.co.uk
From Lambeth Hill To Old Fish Street Hill Queen Victoria Street London EC4V 4HN,Not Available,Not Available
71 Fenchurch Street London EC3M 4BR,ROK Planning,matthew.roe@rokplanning.co.uk
71 Fenchurch Street London EC3M 4BR,ROK Planning,matthew.roe@rokplanning.co.uk
The Baltic Exchange 38 St Mary Axe London EC3A 8EX,SM Planning,info@smplanning.com
51 Lime Street London EC3M 7DQ,Kingsley Symes Consulting Ltd,john@kingsleysymes.com
71 Fenchurch Street London EC3M 4BR,ROK Planning,matthew.roe@rokplanning.co.uk
10,DP9,esme.omeara@dp9.co.uk
10,DP9,esme.omeara@dp9.co.uk
Alban Gate 125,Gerald Eve LLP,sking@geraldeve.com
Alban Gate 125,Gerald Eve LLP,sking@geraldeve.com
Alban Gate 125,Gerald Eve LLP,sking@geraldeve.com
Alban Gate 125,Gerald Eve LLP,sking@geraldeve.com
Alban Gate 125,Gerald Eve LLP,sking@geraldeve.com
City Place House 55 Basinghall Street London EC2V 5DX,DP9,charlotte.allen@dp9.co.uk
1 Basinghall Avenue London EC2V 5DD,Gerald Eve LLP,kellis@geraldeve.com
Woolgate Exchange 25 Basinghall Street London EC2V 5HA,Gerald Eve LLP,nicolamiller@geraldeve.com
Woolgate Exchange 25 Basinghall Street London EC2V 5HA,Gerald Eve LLP,nicolamiller@geraldeve.com
Alban Gate 125,Gerald Eve LLP,sking@geraldeve.com
55 And 65 Old Broad Street London EC2M 1RX,DP9,james.byrne@dp9.co.uk
The Broadgate Tower 20 Primrose Street London EC2A 2EW,DP9,oscar.mansfieldjones@dp9.co.uk
55 And 65 Old Broad Street London EC2M 1RX,DP9,james.byrne@dp9.co.uk
55 And 65 Old Broad Street London EC2M 1RX,DP9,james.byrne@dp9.co.uk
36 Broadgate Circle London EC2M 2QS,Pattern Haus,karen@pattern-haus.com
55 And 65 Old Broad Street London EC2M 1RX,DP9,james.byrne@dp9.co.uk
55 And 65 Old Broad Street London EC2M 1RX,DP9,james.byrne@dp9.co.uk
7 Devonshire Square London EC2M 4YH,DP9,heloise.whiteman@dp9.co.uk
55 And 65 Old Broad Street London EC2M 1RX,DP9,james.byrne@dp9.co.uk
55 And 65 Old Broad Street London EC2M 1RX,DP9,james.byrne@dp9.co.uk
55 And 65 Old Broad Street London EC2M 1RX,DP9,james.byrne@dp9.co.uk
26 Wormwood Street London EC2M 1RP,MEK Town Planning And Design Consultants Ltd,mosesekole@gmail.com
90 Liverpool Street London EC2M 2AT,Bidwells LLP,jonathan.phillips@bidwells.co.uk
Liverpool Street Railway Station Liverpool Street London EC2M 7PY,Network Rail Infrastructure Limited,elliot.stamp@networkrail.co.uk
1 Paternoster Square London EC4M 7DX,Keane Design Associates,Berina.skopic@thisiskeane.com
St Paul,Elliott Sully,ELS@KilburnNightingale.com
St Paul,Kilburn Nightingale,ELS@KilburnNightingale.com
16 Eastcheap London EC3M 1BD,Firstplan,mshearman@firstplan.co.uk
Adelaide House London Bridge London EC4R 9HA,Rolfe Judd Planning,benc@rolfe-judd.co.uk
Adelaide House London Bridge London EC4R 9HA,Rolfe Judd Planning,benc@rolfe-judd.co.uk
Seal House 1 Swan Lane London EC4R 3TN,DP9,eleanor.hulm@DP9.co.uk
120 Old Broad Street London EC2N 1AR,DP9,tom.green@dp9.co.uk
Winchester House 75 London Wall London EC2M 5NG,DP9,james.byrne@dp9.co.uk
Peterborough Court 133 Fleet Street London EC4A 2BB,Gerald Eve LLP,mcartwright@geraldeve.com
Peterborough Court 133 Fleet Street London EC4A 2BB,Gerald Eve LLP,mcartwright@geraldeve.com
"Land Bounded By Fleet Street, Salisbury Court, Salisbury Square, Primrose Hill",Gerald Eve LLP,snamazie@geraldeve.com
Unit 20 5 New Street Square New Fetter Lane London EC4A 3BF,Resilient Edge Architecture Ltd,jpyle@resilientedge.co.uk
Unit 20 5 New Street Square New Fetter Lane London EC4A 3BF,Resilient Edge Architecture Ltd,jpyle@resilientedge.co.uk
30 Gresham Street London EC2V 7PG,T P Bennett LLP,mike.ibbott@tpbennett.com
The Irish Chamber 1 Guildhall Yard London EC2V 5AE,Coles Conservation Architects Ltd.,andrew@colesconservationarchitects.co.uk
The Irish Chamber 1 Guildhall Yard London EC2V 5AE,Coles Conservation Architects Ltd.,andrew@colesconservationarchitects.co.uk
St Martins House 16 St Martin,Rolfe Judd Planning,benc@rolfe-judd.co.uk
4 Frederick,DP9 Ltd,luke.emmerton@dp9.co.uk
Dining Wall Retail Unit Cheapside House 138 Cheapside London EC2V 6BJ,Jessop And Cook Architects,info@jessopandcook.co.uk
94 Moorgate London EC2M 6UR,Harcroft Consulting Limited,leah@harcroftconsulting.com
94 Moorgate London EC2M 6UR,Harcroft Consulting Limited,leah@harcroftconsulting.com
94 Moorgate London EC2M 6UR,Harcroft Consulting Limited,leah@harcroftconsulting.com
13,AllPlanning,info@allplanning.co.uk
13,AllPlanning,info@allplanning.co.uk
13,AllPlanning,info@allplanning.co.uk
94 Moorgate London EC2M 6UR,Lewis &amp; Hickey,carol.leitch@lewishickey.com
1,Gerald Eve LLP,kellis@geraldeve.com
82 Moorgate London EC2M 6SE,Block1: Design,laura@block1design.com
Chartered Accountants Hall Moorgate Place London EC2R 6EA,Donald Insall Associates,jeremy.trotter@insall-architects.co.uk
Finsbury Circus Gardens Finsbury Circus London,Tibbalds,james.parrott@tibbalds.co.uk
Art Gallery Barbican Arts And Conference Centre Silk Street London EC2Y 8DS,Elementum Surveying Ltd,danieljohn@elementumsurveying.co.uk
Former Richard Cloudesley School Golden Lane Estate London EC1Y 0TZ,Montagu-Evans,louis.earle-davis@montagu-evans.co.uk
160 Queen Victoria Street London EC4V 4BF,CBRE Planning &amp; Development Team,london.planning@cbre.com
Central Criminal Court Old Bailey London EC4M 7EH,Burrell Foley Fischer LLP,mail@bff-architects.co.uk
Central Criminal Court Old Bailey London EC4M 7EH,Burrell Foley Fischer LLP,mail@bff-architects.co.uk
14,DP9,zoe.smythe@dp9.co.uk
Central Criminal Court Old Bailey London EC4M 7EH,"Dannatt, Johnson Architects",planning@djarchitects.co.uk
100 New Bridge Street London EC4V 6JA,DP9,nathan.hall@dp9.co.uk
150 Aldersgate Street London EC1A 4AB,Gerald Eve LLP,HHowat@geraldeve.com
Stonecutter Court 1 Stonecutter Street London EC4A 4TR,Montagu Evans LLP,Peter.Bovill@Montagu-Evans.co.uk
Blackfriars Tavern 174 Queen Victoria Street London EC4V 4EG,The JTS Partnership LLP,joshua.daruvala@jtspartnership.co.uk
160 Queen Victoria Street London EC4V 4BF,CBRE Ltd,Grace.Collins1@cbre.com
Central Criminal Court Old Bailey London EC4M 7EH,"Dannatt, Johnson Architects",planning@djarchitects.co.uk
56 Long Lane London EC1A 9EJ,GLA Architecture And Design Ltd,g@glaad.co.uk
100 And 108 Fetter Lane London EC4A 1ES,DP9,jack.playford@dp9.co.uk
Haberdashers Hall 18 West Smithfield London EC1A 9HQ,Bidwells,jonathan.phillips@bidwells.co.uk
Poultry Market And General Market And The Annexe Buildings West Smithfield London EC1A 9PS,Gerald Eve LLP,asiddiqui@geraldeve.com
5 Chancery Lane London WC2A 1LG,Rapleys,annie.taylor@rapleys.com
Leadenhall Court 1 Leadenhall Street London EC3V 1PP,DP9,jack.playford@dp9.co.uk
"Land Bound By Fenchurch Street, Mark Lane, Dunster Court And Mincing Lane London EC3M 3JQ",Gerald Eve LLP,Mspencer@geraldeve.com
Tower Place West Tower Place London EC3R 5BU,Custom Solar Ltd,neil.beaumont@customsolar.co.uk
70 Mark Lane London EC3R 7NQ,Sampson Associates,emma@sampsonassociates.co.uk
60 Threadneedle Street London EC2R 8HP,Rolfe Judd Planning,benc@rolfe-judd.co.uk
Scottish Provident Building 1,PRS Architects,s.ilieva@prsarchitects.com
Scottish Provident Building 1,PRS Architects,s.ilieva@prsarchitects.com
Princes Court 7 Prince,Gerald Eve LLP,amehdi@geraldeve.com
